id,study_id,doi,year,journal,title,realm,host_kingdom,host_phylum,host_class,host_order,host_family,host_genus,host_species,host_common_name,host_latin_name,environment,environment_sub,environment_sub_sub,animal_gut,sequencing_platform,dna_extraction_method,dna_extraction_material,dna_extraction_unit,dna_extraction_amount,location,city,latitude,longitude,Abstract,dataset
ERR2778041,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778042,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778043,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778044,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778045,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778046,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778047,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778048,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778049,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778050,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778051,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778052,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778053,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778054,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778055,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778056,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778057,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778058,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778059,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
ERR2778060,16,10.1186/s40168-018-0580-7,2018,"Microbiome","An exploration of Prevotella-rich microbiomes in HIV and men who have sex with men",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerSoil DNA extraction kit","Stool samples of Adults","Stool samples","1 stool",USA,"Denver",39.76,-105,"Gut microbiome characteristics associated with HIV infection are of intense research interest but a deep understanding has been challenged by confounding factors across studied populations. Notably, a Prevotella-rich microbiome described in HIV-infected populations is now understood to be common in men who have sex with men (MSM) regardless of HIV status, but driving factors and potential health implications are unknown.ResultsHere, we further define the MSM-associated gut microbiome and describe compositional differences between the fecal microbiomes of Prevotella-rich MSM and non-MSM that may underlie observed pro-inflammatory properties. Furthermore, we show relatively subtle gut microbiome changes in HIV infection in MSM and women that include an increase in potential pathogens that is ameliorated with antiretroviral therapy (ART). Lastly, using a longitudinal cohort, we describe microbiome changes that happen after ART initiation.ConclusionsThis study provides an in-depth characterization of microbiome differences that occur in a US population infected with HIV and demonstrates the degree to which these differences may be driven by lifestyle factors, ART, and HIV infection itself. Understanding microbiome compositions that occur with sexual behaviors that are high risk for acquiring HIV and untreated and ART-treated HIV infection will guide the investigation of immune and metabolic functional implications to ultimately target the microbiome therapeutically.",MiCoDa
